sensor_set,system,subject,test_windows,accuracy,baseline_precision,baseline_recall,baseline_f1,stress_precision,stress_recall,stress_f1,false_stress_alerts,missed_stress_windows,tuned_threshold,tuned_weight
EDA_BVP,Combined SVM + baseline,S6,65,0.9076923076923077,1.0,0.8536585365853658,0.9210526315789475,0.8,1.0,0.888888888888889,6,0,52.5,0.4
EDA_BVP,SVM only,S7,64,0.359375,0.0,0.0,0.0,0.359375,1.0,0.5287356321839081,41,0,20.5,
EDA_BVP,Personalized baseline only,S7,64,0.875,0.851063829787234,0.975609756097561,0.9090909090909092,0.9411764705882353,0.6956521739130435,0.7999999999999999,1,7,66.0,0.0
EDA_BVP,Combined SVM + baseline,S7,64,0.53125,0.9230769230769231,0.2926829268292683,0.4444444444444444,0.43137254901960786,0.9565217391304348,0.5945945945945946,29,1,51.5,0.5
EDA_BVP,SVM only,S8,66,0.8484848484848485,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8,0.8,0.8000000000000002,5,5,13.0,
EDA_BVP,Personalized baseline only,S8,66,0.8636363636363636,1.0,0.7804878048780488,0.8767123287671234,0.7352941176470589,1.0,0.8474576271186441,9,0,55.0,0.0
EDA_BVP,Combined SVM + baseline,S8,66,0.9393939393939394,0.9512195121951219,0.9512195121951219,0.9512195121951219,0.92,0.92,0.92,2,2,55.0,0.4
EDA_BVP,SVM only,S9,64,0.8125,0.8536585365853658,0.8536585365853658,0.8536585365853658,0.7391304347826086,0.7391304347826086,0.7391304347826085,6,6,10.0,
EDA_BVP,Personalized baseline only,S9,64,0.96875,1.0,0.9512195121951219,0.975,0.92,1.0,0.9583333333333334,2,0,55.0,0.0
EDA_BVP,Combined SVM + baseline,S9,64,0.953125,1.0,0.926829268292683,0.9620253164556963,0.8846153846153846,1.0,0.9387755102040816,3,0,45.5,0.5
EDA_BVP_TEMP,SVM only,S10,67,0.5970149253731343,0.6458333333333334,0.7560975609756098,0.6966292134831461,0.47368421052631576,0.34615384615384615,0.39999999999999997,10,17,38.5,
EDA_BVP_TEMP,Personalized baseline only,S10,67,0.9850746268656716,1.0,0.975609756097561,0.9876543209876543,0.9629629629629629,1.0,0.9811320754716981,1,0,66.0,0.0
EDA_BVP_TEMP,Combined SVM + baseline,S10,67,0.9850746268656716,1.0,0.975609756097561,0.9876543209876543,0.9629629629629629,1.0,0.9811320754716981,1,0,55.0,0.4
EDA_BVP_TEMP,SVM only,S11,67,0.9850746268656716,1.0,0.9761904761904762,0.9879518072289156,0.9615384615384616,1.0,0.9803921568627451,1,0,17.0,
EDA_BVP_TEMP,Personalized baseline only,S11,67,0.9850746268656716,0.9767441860465116,1.0,0.988235294117647,1.0,0.96,0.9795918367346939,0,1,66.0,0.0
EDA_BVP_TEMP,Combined SVM + baseline,S11,67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,57.5,0.30000000000000004
EDA_BVP_TEMP,SVM only,S13,66,0.5909090909090909,0.631578947368421,0.8571428571428571,0.7272727272727273,0.3333333333333333,0.125,0.18181818181818182,6,21,43.5,
EDA_BVP_TEMP,Personalized baseline only,S13,66,0.9848484848484849,0.9767441860465116,1.0,0.988235294117647,1.0,0.9583333333333334,0.9787234042553191,0,1,66.0,0.0
EDA_BVP_TEMP,Combined SVM + baseline,S13,66,0.9848484848484849,1.0,0.9761904761904762,0.9879518072289156,0.96,1.0,0.9795918367346939,1,0,58.5,0.30000000000000004
EDA_BVP_TEMP,SVM only,S14,65,0.8153846153846154,0.8536585365853658,0.8536585365853658,0.8536585365853658,0.75,0.75,0.75,6,6,19.5,
EDA_BVP_TEMP,Personalized baseline only,S14,65,0.9384615384615385,1.0,0.9024390243902439,0.9487179487179488,0.8571428571428571,1.0,0.923076923076923,4,0,66.0,0.0
EDA_BVP_TEMP,Combined SVM + baseline,S14,65,0.9230769230769231,0.9736842105263158,0.9024390243902439,0.9367088607594938,0.8518518518518519,0.9583333333333334,0.9019607843137256,4,1,57.5,0.30000000000000004
EDA_BVP_TEMP,SVM only,S15,66,0.7878787878787878,0.8857142857142857,0.7560975609756098,0.8157894736842105,0.6774193548387096,0.84,0.75,10,4,14.0,
EDA_BVP_TEMP,Personalized baseline only,S15,66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,66.0,0.0
EDA_BVP_TEMP,Combined SVM + baseline,S15,66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,58.5,0.30000000000000004
EDA_BVP_TEMP,SVM only,S16,65,0.8153846153846154,1.0,0.7073170731707317,0.8285714285714285,0.6666666666666666,1.0,0.8,12,0,17.5,
EDA_BVP_TEMP,Personalized baseline only,S16,65,0.9692307692307692,1.0,0.9512195121951219,0.975,0.9230769230769231,1.0,0.9600000000000001,2,0,66.0,0.0
EDA_BVP_TEMP,Combined SVM + baseline,S16,65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,59.0,0.30000000000000004
EDA_BVP_TEMP,SVM only,S17,67,0.746268656716418,0.8157894736842105,0.7560975609756098,0.7848101265822786,0.6551724137931034,0.7307692307692307,0.6909090909090909,10,7,31.5,
EDA_BVP_TEMP,Personalized baseline only,S17,67,0.9402985074626866,1.0,0.9024390243902439,0.9487179487179488,0.8666666666666667,1.0,0.9285714285714286,4,0,66.0,0.0
EDA_BVP_TEMP,Combined SVM + baseline,S17,67,0.9402985074626866,1.0,0.9024390243902439,0.9487179487179488,0.8666666666666667,1.0,0.9285714285714286,4,0,57.0,0.30000000000000004
EDA_BVP_TEMP,SVM only,S2,63,0.9682539682539683,0.9523809523809523,1.0,0.975609756097561,1.0,0.9130434782608695,0.9545454545454545,0,2,29.5,
EDA_BVP_TEMP,Personalized baseline only,S2,63,0.873015873015873,1.0,0.8,0.888888888888889,0.7419354838709677,1.0,0.8518518518518519,8,0,66.0,0.0
EDA_BVP_TEMP,Combined SVM + baseline,S2,63,0.8888888888888888,1.0,0.825,0.9041095890410958,0.7666666666666667,1.0,0.8679245283018869,7,0,59.0,0.30000000000000004
EDA_BVP_TEMP,SVM only,S3,64,0.59375,1.0,0.35,0.5185185185185185,0.48,1.0,0.6486486486486487,26,0,26.5,
EDA_BVP_TEMP,Personalized baseline only,S3,64,0.609375,0.6415094339622641,0.85,0.7311827956989247,0.45454545454545453,0.20833333333333334,0.28571428571428575,6,19,66.0,0.0
EDA_BVP_TEMP,Combined SVM + baseline,S3,64,0.609375,0.6530612244897959,0.8,0.7191011235955055,0.4666666666666667,0.2916666666666667,0.35897435897435903,8,17,65.5,0.2
EDA_BVP_TEMP,SVM only,S4,64,0.953125,1.0,0.926829268292683,0.9620253164556963,0.8846153846153846,1.0,0.9387755102040816,3,0,31.5,
EDA_BVP_TEMP,Personalized baseline only,S4,64,0.859375,1.0,0.7804878048780488,0.8767123287671234,0.71875,1.0,0.8363636363636363,9,0,66.0,0.0
EDA_BVP_TEMP,Combined SVM + baseline,S4,64,0.90625,1.0,0.8536585365853658,0.9210526315789475,0.7931034482758621,1.0,0.8846153846153846,6,0,57.5,0.4
EDA_BVP_TEMP,SVM only,S5,65,0.8,1.0,0.6904761904761905,0.8169014084507042,0.6388888888888888,1.0,0.7796610169491525,13,0,16.0,
EDA_BVP_TEMP,Personalized baseline only,S5,65,0.9230769230769231,1.0,0.8809523809523809,0.9367088607594937,0.8214285714285714,1.0,0.9019607843137255,5,0,66.0,0.0
EDA_BVP_TEMP,Combined SVM + baseline,S5,65,0.9384615384615385,1.0,0.9047619047619048,0.9500000000000001,0.8518518518518519,1.0,0.92,4,0,59.0,0.30000000000000004
EDA_BVP_TEMP,SVM only,S6,65,0.8153846153846154,0.9142857142857143,0.7804878048780488,0.8421052631578947,0.7,0.875,0.7777777777777777,9,3,21.5,
EDA_BVP_TEMP,Personalized baseline only,S6,65,0.9076923076923077,1.0,0.8536585365853658,0.9210526315789475,0.8,1.0,0.888888888888889,6,0,66.0,0.0
EDA_BVP_TEMP,Combined SVM + baseline,S6,65,0.8769230769230769,1.0,0.8048780487804879,0.8918918918918919,0.75,1.0,0.8571428571428571,8,0,57.5,0.30000000000000004
EDA_BVP_TEMP,SVM only,S7,64,0.671875,1.0,0.4878048780487805,0.6557377049180327,0.5227272727272727,1.0,0.6865671641791045,21,0,26.0,
EDA_BVP_TEMP,Personalized baseline only,S7,64,0.84375,0.8163265306122449,0.975609756097561,0.888888888888889,0.9333333333333333,0.6086956521739131,0.7368421052631579,1,9,67.0,0.0
EDA_BVP_TEMP,Combined SVM + baseline,S7,64,0.9375,1.0,0.9024390243902439,0.9487179487179488,0.8518518518518519,1.0,0.92,4,0,58.5,0.4
EDA_BVP_TEMP,SVM only,S8,66,0.9090909090909091,0.9487179487179487,0.9024390243902439,0.9249999999999999,0.8518518518518519,0.92,0.8846153846153846,4,2,17.5,
EDA_BVP_TEMP,Personalized baseline only,S8,66,0.9242424242424242,1.0,0.8780487804878049,0.9350649350649352,0.8333333333333334,1.0,0.9090909090909091,5,0,66.0,0.0
EDA_BVP_TEMP,Combined SVM + baseline,S8,66,0.9545454545454546,1.0,0.926829268292683,0.9620253164556963,0.8928571428571429,1.0,0.9433962264150945,3,0,57.5,0.30000000000000004
EDA_BVP_TEMP,SVM only,S9,64,0.84375,0.8604651162790697,0.9024390243902439,0.8809523809523809,0.8095238095238095,0.7391304347826086,0.7727272727272727,4,6,24.5,
EDA_BVP_TEMP,Personalized baseline only,S9,64,0.984375,1.0,0.975609756097561,0.9876543209876543,0.9583333333333334,1.0,0.9787234042553191,1,0,66.0,0.0
EDA_BVP_TEMP,Combined SVM + baseline,S9,64,0.984375,0.9761904761904762,1.0,0.9879518072289156,1.0,0.9565217391304348,0.9777777777777777,0,1,59.5,0.4
